VEHICLEID,YEARID,MAKENAME,MODELNAME,SUBMODELNAME,VEHICLETYPEID,VEHICLETYPENAME,REGIONID,REGIONNAME,Name,hyphen,Slug,Parent,Category slug
243693,2017,Polaris,RZR 170 EFI,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 170 EFI Base,2017-Polaris-RZR 170 EFI-Base,2017-polaris-rzr 170 efi-base,2017-Polaris-RZR 170 EFI,2017-polaris-rzr 170 efi
243694,2017,Polaris,General 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris General 1000 EPS Base,2017-Polaris-General 1000 EPS-Base,2017-polaris-general 1000 eps-base,2017-Polaris-General 1000 EPS,2017-polaris-general 1000 eps
243695,2017,Polaris,General 1000 EPS Deluxe,Base,50,Utility Vehicle,1,United States,2017 Polaris General 1000 EPS Deluxe Base,2017-Polaris-General 1000 EPS Deluxe-Base,2017-polaris-general 1000 eps deluxe-base,2017-Polaris-General 1000 EPS Deluxe,2017-polaris-general 1000 eps deluxe
243696,2017,Polaris,General 1000 EPS Hunter Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris General 1000 EPS Hunter Edition Base,2017-Polaris-General 1000 EPS Hunter Edition-Base,2017-polaris-general 1000 eps hunter edition-base,2017-Polaris-General 1000 EPS Hunter Edition,2017-polaris-general 1000 eps hunter edition
243697,2017,Polaris,General 4 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris General 4 1000 EPS Base,2017-Polaris-General 4 1000 EPS-Base,2017-polaris-general 4 1000 eps-base,2017-Polaris-General 4 1000 EPS,2017-polaris-general 4 1000 eps
243698,2017,Polaris,RZR 570,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 570 Base,2017-Polaris-RZR 570-Base,2017-polaris-rzr 570-base,2017-Polaris-RZR 570,2017-polaris-rzr 570
243699,2017,Polaris,RZR 570 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 570 EPS Base,2017-Polaris-RZR 570 EPS-Base,2017-polaris-rzr 570 eps-base,2017-Polaris-RZR 570 EPS,2017-polaris-rzr 570 eps
243700,2017,Polaris,RZR 900,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 900 Base,2017-Polaris-RZR 900-Base,2017-polaris-rzr 900-base,2017-Polaris-RZR 900,2017-polaris-rzr 900
243701,2017,Polaris,RZR 900 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 900 EPS Base,2017-Polaris-RZR 900 EPS-Base,2017-polaris-rzr 900 eps-base,2017-Polaris-RZR 900 EPS,2017-polaris-rzr 900 eps
243702,2017,Polaris,RZR 900 EPS XC Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 900 EPS XC Edition Base,2017-Polaris-RZR 900 EPS XC Edition-Base,2017-polaris-rzr 900 eps xc edition-base,2017-Polaris-RZR 900 EPS XC Edition,2017-polaris-rzr 900 eps xc edition
243703,2017,Polaris,RZR S 570 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR S 570 EPS Base,2017-Polaris-RZR S 570 EPS-Base,2017-polaris-rzr s 570 eps-base,2017-Polaris-RZR S 570 EPS,2017-polaris-rzr s 570 eps
243704,2017,Polaris,RZR S 900,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR S 900 Base,2017-Polaris-RZR S 900-Base,2017-polaris-rzr s 900-base,2017-Polaris-RZR S 900,2017-polaris-rzr s 900
243705,2017,Polaris,RZR S 900 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR S 900 EPS Base,2017-Polaris-RZR S 900 EPS-Base,2017-polaris-rzr s 900 eps-base,2017-Polaris-RZR S 900 EPS,2017-polaris-rzr s 900 eps
243706,2017,Polaris,RZR S 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR S 1000 EPS Base,2017-Polaris-RZR S 1000 EPS-Base,2017-polaris-rzr s 1000 eps-base,2017-Polaris-RZR S 1000 EPS,2017-polaris-rzr s 1000 eps
243707,2017,Polaris,RZR XP 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR XP 1000 EPS Base,2017-Polaris-RZR XP 1000 EPS-Base,2017-polaris-rzr xp 1000 eps-base,2017-Polaris-RZR XP 1000 EPS,2017-polaris-rzr xp 1000 eps
243708,2017,Polaris,RZR 4 900 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR 4 900 EPS Base,2017-Polaris-RZR 4 900 EPS-Base,2017-polaris-rzr 4 900 eps-base,2017-Polaris-RZR 4 900 EPS,2017-polaris-rzr 4 900 eps
243709,2017,Polaris,RZR XP 4 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR XP 4 1000 EPS Base,2017-Polaris-RZR XP 4 1000 EPS-Base,2017-polaris-rzr xp 4 1000 eps-base,2017-Polaris-RZR XP 4 1000 EPS,2017-polaris-rzr xp 4 1000 eps
243710,2017,Polaris,RZR XP 4 1000 EPS High Lifter Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR XP 4 1000 EPS High Lifter Edition Base,2017-Polaris-RZR XP 4 1000 EPS High Lifter Edition-Base,2017-polaris-rzr xp 4 1000 eps high lifter edition-base,2017-Polaris-RZR XP 4 1000 EPS High Lifter Edition,2017-polaris-rzr xp 4 1000 eps high lifter edition
243711,2017,Polaris,RZR XP 1000 EPS High Lifter Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR XP 1000 EPS High Lifter Edition Base,2017-Polaris-RZR XP 1000 EPS High Lifter Edition-Base,2017-polaris-rzr xp 1000 eps high lifter edition-base,2017-Polaris-RZR XP 1000 EPS High Lifter Edition,2017-polaris-rzr xp 1000 eps high lifter edition
243712,2017,Polaris,RZR XP 1000 EPS Velocity Blue LE,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR XP 1000 EPS Velocity Blue LE Base,2017-Polaris-RZR XP 1000 EPS Velocity Blue LE-Base,2017-polaris-rzr xp 1000 eps velocity blue le-base,2017-Polaris-RZR XP 1000 EPS Velocity Blue LE,2017-polaris-rzr xp 1000 eps velocity blue le
243713,2017,Polaris,RZR XP 1000 EPS Gold Matte Metallic LE,Base,50,Utility Vehicle,1,United States,2017 Polaris RZR XP 1000 EPS Gold Matte Metallic LE Base,2017-Polaris-RZR XP 1000 EPS Gold Matte Metallic LE-Base,2017-polaris-rzr xp 1000 eps gold matte metallic le-base,2017-Polaris-RZR XP 1000 EPS Gold Matte Metallic LE,2017-polaris-rzr xp 1000 eps gold matte metallic le
243714,2017,Polaris,Ranger 500,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 500 Base,2017-Polaris-Ranger 500-Base,2017-polaris-ranger 500-base,2017-Polaris-Ranger 500,2017-polaris-ranger 500
243715,2017,Polaris,Ranger 570,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 570 Base,2017-Polaris-Ranger 570-Base,2017-polaris-ranger 570-base,2017-Polaris-Ranger 570,2017-polaris-ranger 570
243716,2017,Polaris,Ranger 570 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 570 EPS Base,2017-Polaris-Ranger 570 EPS-Base,2017-polaris-ranger 570 eps-base,2017-Polaris-Ranger 570 EPS,2017-polaris-ranger 570 eps
243717,2017,Polaris,Ranger EV,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger EV Base,2017-Polaris-Ranger EV-Base,2017-polaris-ranger ev-base,2017-Polaris-Ranger EV,2017-polaris-ranger ev
243718,2017,Polaris,Ranger EV Li-Ion,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger EV Li-Ion Base,2017-Polaris-Ranger EV Li-Ion-Base,2017-polaris-ranger ev li-ion-base,2017-Polaris-Ranger EV Li-Ion,2017-polaris-ranger ev li-ion
243719,2017,Polaris,Ranger 570 Full-Size,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 570 Full-Size Base,2017-Polaris-Ranger 570 Full-Size-Base,2017-polaris-ranger 570 full-size-base,2017-Polaris-Ranger 570 Full-Size,2017-polaris-ranger 570 full-size
243720,2017,Polaris,Ranger 900 XP,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 900 XP Base,2017-Polaris-Ranger 900 XP-Base,2017-polaris-ranger 900 xp-base,2017-Polaris-Ranger 900 XP,2017-polaris-ranger 900 xp
243721,2017,Polaris,Ranger 900 XP EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 900 XP EPS Base,2017-Polaris-Ranger 900 XP EPS-Base,2017-polaris-ranger 900 xp eps-base,2017-Polaris-Ranger 900 XP EPS,2017-polaris-ranger 900 xp eps
243722,2017,Polaris,Ranger Diesel,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Diesel Base,2017-Polaris-Ranger Diesel-Base,2017-polaris-ranger diesel-base,2017-Polaris-Ranger Diesel,2017-polaris-ranger diesel
243723,2017,Polaris,Ranger Crew Diesel,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew Diesel Base,2017-Polaris-Ranger Crew Diesel-Base,2017-polaris-ranger crew diesel-base,2017-Polaris-Ranger Crew Diesel,2017-polaris-ranger crew diesel
243724,2017,Polaris,Ranger 6x6 800,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 6x6 800 Base,2017-Polaris-Ranger 6x6 800-Base,2017-polaris-ranger 6x6 800-base,2017-Polaris-Ranger 6x6 800,2017-polaris-ranger 6x6 800
243725,2017,Polaris,Ranger 570-4 Crew,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 570-4 Crew Base,2017-Polaris-Ranger 570-4 Crew-Base,2017-polaris-ranger 570-4 crew-base,2017-Polaris-Ranger 570-4 Crew,2017-polaris-ranger 570-4 crew
243726,2017,Polaris,Ranger 570-4 Crew EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 570-4 Crew EPS Base,2017-Polaris-Ranger 570-4 Crew EPS-Base,2017-polaris-ranger 570-4 crew eps-base,2017-Polaris-Ranger 570-4 Crew EPS,2017-polaris-ranger 570-4 crew eps
243727,2017,Polaris,Ranger 570-6 Crew,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger 570-6 Crew Base,2017-Polaris-Ranger 570-6 Crew-Base,2017-polaris-ranger 570-6 crew-base,2017-Polaris-Ranger 570-6 Crew,2017-polaris-ranger 570-6 crew
243728,2017,Polaris,Ranger Crew XP 900,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew XP 900 Base,2017-Polaris-Ranger Crew XP 900-Base,2017-polaris-ranger crew xp 900-base,2017-Polaris-Ranger Crew XP 900,2017-polaris-ranger crew xp 900
243729,2017,Polaris,Ranger Crew XP 900 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew XP 900 EPS Base,2017-Polaris-Ranger Crew XP 900 EPS-Base,2017-polaris-ranger crew xp 900 eps-base,2017-Polaris-Ranger Crew XP 900 EPS,2017-polaris-ranger crew xp 900 eps
243730,2017,Polaris,Ranger Crew XP 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew XP 1000 EPS Base,2017-Polaris-Ranger Crew XP 1000 EPS-Base,2017-polaris-ranger crew xp 1000 eps-base,2017-Polaris-Ranger Crew XP 1000 EPS,2017-polaris-ranger crew xp 1000 eps
243731,2017,Polaris,Ranger Crew XP 1000,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew XP 1000 Base,2017-Polaris-Ranger Crew XP 1000-Base,2017-polaris-ranger crew xp 1000-base,2017-Polaris-Ranger Crew XP 1000,2017-polaris-ranger crew xp 1000
243732,2017,Polaris,Ranger Crew XP 1000 EPS High Lifter Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew XP 1000 EPS High Lifter Edition Base,2017-Polaris-Ranger Crew XP 1000 EPS High Lifter Edition-Base,2017-polaris-ranger crew xp 1000 eps high lifter edition-base,2017-Polaris-Ranger Crew XP 1000 EPS High Lifter Edition,2017-polaris-ranger crew xp 1000 eps high lifter edition
243733,2017,Polaris,Ranger Crew XP 1000 EPS Northstar HVAC Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Crew XP 1000 EPS Northstar HVAC Edition Base,2017-Polaris-Ranger Crew XP 1000 EPS Northstar HVAC Edition-Base,2017-polaris-ranger crew xp 1000 eps northstar hvac edition-base,2017-Polaris-Ranger Crew XP 1000 EPS Northstar HVAC Edition,2017-polaris-ranger crew xp 1000 eps northstar hvac edition
243734,2017,Polaris,Ranger XP 1000 EPS Northstar HVAC Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger XP 1000 EPS Northstar HVAC Edition Base,2017-Polaris-Ranger XP 1000 EPS Northstar HVAC Edition-Base,2017-polaris-ranger xp 1000 eps northstar hvac edition-base,2017-Polaris-Ranger XP 1000 EPS Northstar HVAC Edition,2017-polaris-ranger xp 1000 eps northstar hvac edition
243735,2017,Polaris,Ranger XP 1000 EPS High Lifter Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger XP 1000 EPS High Lifter Edition Base,2017-Polaris-Ranger XP 1000 EPS High Lifter Edition-Base,2017-polaris-ranger xp 1000 eps high lifter edition-base,2017-Polaris-Ranger XP 1000 EPS High Lifter Edition,2017-polaris-ranger xp 1000 eps high lifter edition
243736,2017,Polaris,Ranger XP 1000 EPS Ranch Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger XP 1000 EPS Ranch Edition Base,2017-Polaris-Ranger XP 1000 EPS Ranch Edition-Base,2017-polaris-ranger xp 1000 eps ranch edition-base,2017-Polaris-Ranger XP 1000 EPS Ranch Edition,2017-polaris-ranger xp 1000 eps ranch edition
243737,2017,Polaris,Ranger XP 1000 EPS Hunter Edition,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger XP 1000 EPS Hunter Edition Base,2017-Polaris-Ranger XP 1000 EPS Hunter Edition-Base,2017-polaris-ranger xp 1000 eps hunter edition-base,2017-Polaris-Ranger XP 1000 EPS Hunter Edition,2017-polaris-ranger xp 1000 eps hunter edition
243738,2017,Polaris,Ranger XP 1000 EPS,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger XP 1000 EPS Base,2017-Polaris-Ranger XP 1000 EPS-Base,2017-polaris-ranger xp 1000 eps-base,2017-Polaris-Ranger XP 1000 EPS,2017-polaris-ranger xp 1000 eps
243739,2017,Polaris,Ranger XP 1000,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger XP 1000 Base,2017-Polaris-Ranger XP 1000-Base,2017-polaris-ranger xp 1000-base,2017-Polaris-Ranger XP 1000,2017-polaris-ranger xp 1000
243740,2017,Polaris,Ranger Diesel HST Deluxe,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Diesel HST Deluxe Base,2017-Polaris-Ranger Diesel HST Deluxe-Base,2017-polaris-ranger diesel hst deluxe-base,2017-Polaris-Ranger Diesel HST Deluxe,2017-polaris-ranger diesel hst deluxe
243741,2017,Polaris,Ranger Diesel HST,Base,50,Utility Vehicle,1,United States,2017 Polaris Ranger Diesel HST Base,2017-Polaris-Ranger Diesel HST-Base,2017-polaris-ranger diesel hst-base,2017-Polaris-Ranger Diesel HST,2017-polaris-ranger diesel hst
243761,2017,Arctic Cat,Wildcat Trail,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat Trail Base,2017-Arctic Cat-Wildcat Trail-Base,2017-arctic cat-wildcat trail-base,2017-Arctic Cat-Wildcat Trail,2017-arctic cat-wildcat trail
243762,2017,Arctic Cat,Wildcat Trail XT,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat Trail XT Base,2017-Arctic Cat-Wildcat Trail XT-Base,2017-arctic cat-wildcat trail xt-base,2017-Arctic Cat-Wildcat Trail XT,2017-arctic cat-wildcat trail xt
243763,2016,Arctic Cat,Wildcat Trail Limited,Base,50,Utility Vehicle,1,United States,2016 Arctic Cat Wildcat Trail Limited Base,2016-Arctic Cat-Wildcat Trail Limited-Base,2016-arctic cat-wildcat trail limited-base,2016-Arctic Cat-Wildcat Trail Limited,2016-arctic cat-wildcat trail limited
243764,2017,Arctic Cat,Wildcat Trail Limited,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat Trail Limited Base,2017-Arctic Cat-Wildcat Trail Limited-Base,2017-arctic cat-wildcat trail limited-base,2017-Arctic Cat-Wildcat Trail Limited,2017-arctic cat-wildcat trail limited
243765,2017,Arctic Cat,Wildcat Sport XT,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat Sport XT Base,2017-Arctic Cat-Wildcat Sport XT-Base,2017-arctic cat-wildcat sport xt-base,2017-Arctic Cat-Wildcat Sport XT,2017-arctic cat-wildcat sport xt
243766,2017,Arctic Cat,Wildcat Sport Limited,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat Sport Limited Base,2017-Arctic Cat-Wildcat Sport Limited-Base,2017-arctic cat-wildcat sport limited-base,2017-Arctic Cat-Wildcat Sport Limited,2017-arctic cat-wildcat sport limited
243767,2017,Can-Am,Maverick X3 X rs Turbo R,Base,50,Utility Vehicle,1,United States,2017 Can-Am Maverick X3 X rs Turbo R Base,2017-Can-Am-Maverick X3 X rs Turbo R-Base,2017-can-am-maverick x3 x rs turbo r-base,2017-Can-Am-Maverick X3 X rs Turbo R,2017-can-am-maverick x3 x rs turbo r
243768,2017,Can-Am,Maverick X3 X ds Turbo R,Base,50,Utility Vehicle,1,United States,2017 Can-Am Maverick X3 X ds Turbo R Base,2017-Can-Am-Maverick X3 X ds Turbo R-Base,2017-can-am-maverick x3 x ds turbo r-base,2017-Can-Am-Maverick X3 X ds Turbo R,2017-can-am-maverick x3 x ds turbo r
243769,2017,Can-Am,Maverick X3 Turbo R,Base,50,Utility Vehicle,1,United States,2017 Can-Am Maverick X3 Turbo R Base,2017-Can-Am-Maverick X3 Turbo R-Base,2017-can-am-maverick x3 turbo r-base,2017-Can-Am-Maverick X3 Turbo R,2017-can-am-maverick x3 turbo r
243826,2017,Arctic Cat,Prowler XT 1000,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Prowler XT 1000 Base,2017-Arctic Cat-Prowler XT 1000-Base,2017-arctic cat-prowler xt 1000-base,2017-Arctic Cat-Prowler XT 1000,2017-arctic cat-prowler xt 1000
243827,2017,Arctic Cat,Prowler XT 700,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Prowler XT 700 Base,2017-Arctic Cat-Prowler XT 700-Base,2017-arctic cat-prowler xt 700-base,2017-Arctic Cat-Prowler XT 700,2017-arctic cat-prowler xt 700
243969,2017,Arctic Cat,Wildcat X,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat X Base,2017-Arctic Cat-Wildcat X-Base,2017-arctic cat-wildcat x-base,2017-Arctic Cat-Wildcat X,2017-arctic cat-wildcat x
243970,2017,Arctic Cat,Wildcat X Limited,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat X Limited Base,2017-Arctic Cat-Wildcat X Limited-Base,2017-arctic cat-wildcat x limited-base,2017-Arctic Cat-Wildcat X Limited,2017-arctic cat-wildcat x limited
243971,2017,Arctic Cat,Wildcat 4X,Base,50,Utility Vehicle,1,United States,2017 Arctic Cat Wildcat 4X Base,2017-Arctic Cat-Wildcat 4X-Base,2017-arctic cat-wildcat 4x-base,2017-Arctic Cat-Wildcat 4X,2017-arctic cat-wildcat 4x
244181,2017,Buick,Encore,Preferred,6,Truck,1,United States,2017 Buick Encore Preferred,2017-Buick-Encore-Preferred,2017-buick-encore-preferred,2017-Buick-Encore,2017-buick-encore
244182,2017,Buick,Encore,Preferred II,6,Truck,1,United States,2017 Buick Encore Preferred II,2017-Buick-Encore-Preferred II,2017-buick-encore-preferred ii,2017-Buick-Encore,2017-buick-encore
244363,2017,Volkswagen,Touareg,V6 Sport,6,Truck,1,United States,2017 Volkswagen Touareg V6 Sport,2017-Volkswagen-Touareg-V6 Sport,2017-volkswagen-touareg-v6 sport,2017-Volkswagen-Touareg,2017-volkswagen-touareg
244364,2017,Volkswagen,Touareg,V6 Executive,6,Truck,1,United States,2017 Volkswagen Touareg V6 Executive,2017-Volkswagen-Touareg-V6 Executive,2017-volkswagen-touareg-v6 executive,2017-Volkswagen-Touareg,2017-volkswagen-touareg
244365,2017,Volkswagen,Touareg,V6 Wolfsburg,6,Truck,1,United States,2017 Volkswagen Touareg V6 Wolfsburg,2017-Volkswagen-Touareg-V6 Wolfsburg,2017-volkswagen-touareg-v6 wolfsburg,2017-Volkswagen-Touareg,2017-volkswagen-touareg
244401,2017,Tesla,X,75D,6,Truck,1,United States,2017 Tesla X 75D,2017-Tesla-X-75D,2017-tesla-x-75d,2017-Tesla-X,2017-tesla-x
244402,2017,Tesla,X,90D,6,Truck,1,United States,2017 Tesla X 90D,2017-Tesla-X-90D,2017-tesla-x-90d,2017-Tesla-X,2017-tesla-x
244403,2017,Tesla,X,P100D,6,Truck,1,United States,2017 Tesla X P100D,2017-Tesla-X-P100D,2017-tesla-x-p100d,2017-Tesla-X,2017-tesla-x
244421,2017,Toyota,Sequoia,Limited,6,Truck,1,United States,2017 Toyota Sequoia Limited,2017-Toyota-Sequoia-Limited,2017-toyota-sequoia-limited,2017-Toyota-Sequoia,2017-toyota-sequoia
244422,2017,Toyota,Sequoia,Platinum,6,Truck,1,United States,2017 Toyota Sequoia Platinum,2017-Toyota-Sequoia-Platinum,2017-toyota-sequoia-platinum,2017-Toyota-Sequoia,2017-toyota-sequoia
244423,2017,Toyota,Sequoia,SR5,6,Truck,1,United States,2017 Toyota Sequoia SR5,2017-Toyota-Sequoia-SR5,2017-toyota-sequoia-sr5,2017-Toyota-Sequoia,2017-toyota-sequoia
244428,2017,Land Rover,Range Rover,Autobiography,6,Truck,1,United States,2017 Land Rover Range Rover Autobiography,2017-Land Rover-Range Rover-Autobiography,2017-land rover-range rover-autobiography,2017-Land Rover-Range Rover,2017-land rover-range rover
244429,2017,Land Rover,Range Rover,Base,6,Truck,1,United States,2017 Land Rover Range Rover Base,2017-Land Rover-Range Rover-Base,2017-land rover-range rover-base,2017-Land Rover-Range Rover,2017-land rover-range rover
244430,2017,Land Rover,Range Rover,HSE,6,Truck,1,United States,2017 Land Rover Range Rover HSE,2017-Land Rover-Range Rover-HSE,2017-land rover-range rover-hse,2017-Land Rover-Range Rover,2017-land rover-range rover
244431,2017,Land Rover,Range Rover,Supercharged,6,Truck,1,United States,2017 Land Rover Range Rover Supercharged,2017-Land Rover-Range Rover-Supercharged,2017-land rover-range rover-supercharged,2017-Land Rover-Range Rover,2017-land rover-range rover
244432,2017,Land Rover,Range Rover,SV Autobiography,6,Truck,1,United States,2017 Land Rover Range Rover SV Autobiography,2017-Land Rover-Range Rover-SV Autobiography,2017-land rover-range rover-sv autobiography,2017-Land Rover-Range Rover,2017-land rover-range rover
244435,2017,Lincoln,MKX,Black Label,6,Truck,1,United States,2017 Lincoln MKX Black Label,2017-Lincoln-MKX-Black Label,2017-lincoln-mkx-black label,2017-Lincoln-MKX,2017-lincoln-mkx
244436,2017,Lincoln,MKX,Premiere,6,Truck,1,United States,2017 Lincoln MKX Premiere,2017-Lincoln-MKX-Premiere,2017-lincoln-mkx-premiere,2017-Lincoln-MKX,2017-lincoln-mkx
244437,2017,Lincoln,MKX,Reserve,6,Truck,1,United States,2017 Lincoln MKX Reserve,2017-Lincoln-MKX-Reserve,2017-lincoln-mkx-reserve,2017-Lincoln-MKX,2017-lincoln-mkx
244438,2017,Lincoln,MKX,Select,6,Truck,1,United States,2017 Lincoln MKX Select,2017-Lincoln-MKX-Select,2017-lincoln-mkx-select,2017-Lincoln-MKX,2017-lincoln-mkx
244727,2017,Freightliner,Sprinter 2500,Base,7,Van,1,United States,2017 Freightliner Sprinter 2500 Base,2017-Freightliner-Sprinter 2500-Base,2017-freightliner-sprinter 2500-base,2017-Freightliner-Sprinter 2500,2017-freightliner-sprinter 2500
244728,2017,Freightliner,Sprinter 3500,Base,7,Van,1,United States,2017 Freightliner Sprinter 3500 Base,2017-Freightliner-Sprinter 3500-Base,2017-freightliner-sprinter 3500-base,2017-Freightliner-Sprinter 3500,2017-freightliner-sprinter 3500
244734,2017,Toyota,4Runner,Limited,6,Truck,1,United States,2017 Toyota 4Runner Limited,2017-Toyota-4Runner-Limited,2017-toyota-4runner-limited,2017-Toyota-4Runner,2017-toyota-4runner
244735,2017,Toyota,4Runner,SR5,6,Truck,1,United States,2017 Toyota 4Runner SR5,2017-Toyota-4Runner-SR5,2017-toyota-4runner-sr5,2017-Toyota-4Runner,2017-toyota-4runner
244736,2017,Toyota,4Runner,TRD Pro,6,Truck,1,United States,2017 Toyota 4Runner TRD Pro,2017-Toyota-4Runner-TRD Pro,2017-toyota-4runner-trd pro,2017-Toyota-4Runner,2017-toyota-4runner
244737,2017,Toyota,4Runner,TRD Off-Road,6,Truck,1,United States,2017 Toyota 4Runner TRD Off-Road,2017-Toyota-4Runner-TRD Off-Road,2017-toyota-4runner-trd off-road,2017-Toyota-4Runner,2017-toyota-4runner
244780,2017,Ram,1500,Lone Star,6,Truck,1,United States,2017 Ram 1500 Lone Star,2017-Ram-1500-Lone Star,2017-ram-1500-lone star,2017-Ram-1500,2017-ram-1500
244792,2017,Ram,3500,Lone Star,6,Truck,1,United States,2017 Ram 3500 Lone Star,2017-Ram-3500-Lone Star,2017-ram-3500-lone star,2017-Ram-3500,2017-ram-3500
244805,2017,Mercedes-Benz,Sprinter 2500,Base,7,Van,1,United States,2017 Mercedes-Benz Sprinter 2500 Base,2017-Mercedes-Benz-Sprinter 2500-Base,2017-mercedes-benz-sprinter 2500-base,2017-Mercedes-Benz-Sprinter 2500,2017-mercedes-benz-sprinter 2500
244806,2017,Mercedes-Benz,Sprinter 3500,Base,7,Van,1,United States,2017 Mercedes-Benz Sprinter 3500 Base,2017-Mercedes-Benz-Sprinter 3500-Base,2017-mercedes-benz-sprinter 3500-base,2017-Mercedes-Benz-Sprinter 3500,2017-mercedes-benz-sprinter 3500
244817,2017,Infiniti,QX60,Hybrid,6,Truck,1,United States,2017 Infiniti QX60 Hybrid,2017-Infiniti-QX60-Hybrid,2017-infiniti-qx60-hybrid,2017-Infiniti-QX60,2017-infiniti-qx60
244843,2017,Subaru,Outback,2.5i Touring,6,Truck,1,United States,2017 Subaru Outback 2.5i Touring,2017-Subaru-Outback-2.5i Touring,2017-subaru-outback-2.5i touring,2017-Subaru-Outback,2017-subaru-outback
244844,2017,Subaru,Outback,3.6R Touring,6,Truck,1,United States,2017 Subaru Outback 3.6R Touring,2017-Subaru-Outback-3.6R Touring,2017-subaru-outback-3.6r touring,2017-Subaru-Outback,2017-subaru-outback
244848,2009,Subaru,Outback,2.5i Special Edition,6,Truck,1,United States,2009 Subaru Outback 2.5i Special Edition,2009-Subaru-Outback-2.5i Special Edition,2009-subaru-outback-2.5i special edition,2009-Subaru-Outback,2009-subaru-outback
244849,2017,Honda,CR-V,EX,6,Truck,1,United States,2017 Honda CR-V EX,2017-Honda-CR-V-EX,2017-honda-cr-v-ex,2017-Honda-CR-V,2017-honda-cr-v
244850,2017,Honda,CR-V,EX-L,6,Truck,1,United States,2017 Honda CR-V EX-L,2017-Honda-CR-V-EX-L,2017-honda-cr-v-ex-l,2017-Honda-CR-V,2017-honda-cr-v
244851,2017,Honda,CR-V,LX,6,Truck,1,United States,2017 Honda CR-V LX,2017-Honda-CR-V-LX,2017-honda-cr-v-lx,2017-Honda-CR-V,2017-honda-cr-v
244852,2017,Honda,CR-V,Touring,6,Truck,1,United States,2017 Honda CR-V Touring,2017-Honda-CR-V-Touring,2017-honda-cr-v-touring,2017-Honda-CR-V,2017-honda-cr-v
245602,2017,Kia,Niro,FE,6,Truck,1,United States,2017 Kia Niro FE,2017-Kia-Niro-FE,2017-kia-niro-fe,2017-Kia-Niro,2017-kia-niro
